Time,Tv_avg,rho_V_avg,Q_VL,Q_L,Q_V,V_L,B_L,BOG,drho_V_avg,dV_L,T_BOG,Q_Vw,Q_tot
1209600,258.172,0.820878,289.253,10068.6,5298.7,43979.3,0.0175179,0.0182063,-1.61104e-08,-2.56998e-05,265.532,3709.09,23993.7
1213200,258.189,0.820821,289.345,10068.6,5294.17,43979.2,0.0175156,0.018199,-1.59957e-08,-2.56965e-05,265.568,3705.92,23990.6
1216800,258.207,0.820763,289.438,10068.6,5289.66,43979.1,0.0175134,0.0181942,-1.59373e-08,-2.56932e-05,265.603,3702.77,23987.5
1220400,258.224,0.820706,289.53,10068.6,5285.17,43979,0.0175111,0.0181864,-1.58109e-08,-2.56899e-05,265.639,3699.62,23984.4
1224000,258.241,0.820649,289.621,10068.6,5280.73,43978.9,0.0175089,0.0181797,-1.57077e-08,-2.56867e-05,265.674,3696.51,23981.4
1227600,258.258,0.820593,289.712,10068.5,5276.3,43978.8,0.0175067,0.0181746,-1.56429e-08,-2.56834e-05,265.709,3693.41,23978.3
1231200,258.275,0.820537,289.803,10068.5,5271.89,43978.7,0.0175045,0.0181654,-1.5485e-08,-2.56802e-05,265.744,3690.32,23975.3
1234800,258.292,0.820481,289.891,10068.5,5267.54,43978.6,0.0175023,0.0181585,-1.53757e-08,-2.5677e-05,265.779,3687.28,23972.3
1238400,258.308,0.820426,289.98,10068.5,5263.2,43978.5,0.0175001,0.0181535,-1.5313e-08,-2.56738e-05,265.813,3684.24,23969.4
1242000,258.325,0.820371,290.069,10068.5,5258.88,43978.5,0.017498,0.0181456,-1.5181e-08,-2.56706e-05,265.847,3681.22,23966.4
1245600,258.341,0.820317,290.156,10068.4,5254.61,43978.4,0.0174958,0.018138,-1.50585e-08,-2.56675e-05,265.882,3678.22,23963.5
1249200,258.358,0.820263,290.242,10068.4,5250.36,43978.3,0.0174937,0.0181346,-1.50282e-08,-2.56644e-05,265.915,3675.25,23960.6
1252800,258.374,0.820209,290.331,10068.4,5246.1,43978.2,0.0174916,0.0181273,-1.49101e-08,-2.56613e-05,265.949,3672.27,23957.7
1256400,258.39,0.820155,290.416,10068.4,5241.92,43978.1,0.0174895,0.0181194,-1.47785e-08,-2.56582e-05,265.983,3669.34,23954.8
1260000,258.406,0.820102,290.502,10068.4,5237.73,43978,0.0174874,0.0181144,-1.47118e-08,-2.56551e-05,266.016,3666.41,23951.9
1263600,258.422,0.820049,290.587,10068.3,5233.58,43977.9,0.0174853,0.018106,-1.45696e-08,-2.56521e-05,266.049,3663.51,23949.1
1267200,258.438,0.819997,290.67,10068.3,5229.48,43977.8,0.0174833,0.0181008,-1.44965e-08,-2.56491e-05,266.082,3660.63,23946.3
1270800,258.454,0.819945,290.754,10068.3,5225.37,43977.7,0.0174812,0.0180963,-1.44429e-08,-2.56461e-05,266.115,3657.76,23943.5
1274400,258.469,0.819893,290.838,10068.3,5221.29,43977.6,0.0174792,0.018088,-1.42996e-08,-2.56431e-05,266.147,3654.9,23940.7
1278000,258.485,0.819842,290.92,10068.2,5217.26,43977.5,0.0174772,0.0180823,-1.42164e-08,-2.56401e-05,266.18,3652.08,23937.9
1281600,258.5,0.819791,291.003,10068.2,5213.23,43977.4,0.0174752,0.0180763,-1.41255e-08,-2.56372e-05,266.212,3649.26,23935.2
1285200,258.516,0.81974,291.084,10068.2,5209.25,43977.3,0.0174732,0.0180688,-1.3999e-08,-2.56342e-05,266.244,3646.48,23932.4
1288800,258.531,0.81969,291.165,10068.2,5205.29,43977.3,0.0174712,0.0180643,-1.3942e-08,-2.56313e-05,266.276,3643.7,23929.7
1292400,258.546,0.81964,291.246,10068.2,5201.34,43977.2,0.0174692,0.0180577,-1.38386e-08,-2.56284e-05,266.308,3640.94,23927
1296000,258.561,0.81959,291.325,10068.1,5197.44,43977.1,0.0174673,0.0180502,-1.37125e-08,-2.56256e-05,266.339,3638.21,23924.4
1299600,258.576,0.819541,291.404,10068.1,5193.56,43977,0.0174653,0.0180471,-1.36843e-08,-2.56227e-05,266.37,3635.49,23921.7
1303200,258.591,0.819492,291.485,10068.1,5189.67,43976.9,0.0174634,0.0180406,-1.35815e-08,-2.56199e-05,266.402,3632.77,23919
1306800,258.605,0.819443,291.562,10068.1,5185.85,43976.8,0.0174615,0.0180338,-1.34708e-08,-2.56171e-05,266.433,3630.09,23916.4
1310400,258.62,0.819395,291.641,10068.1,5182.02,43976.7,0.0174595,0.0180285,-1.33929e-08,-2.56143e-05,266.463,3627.41,23913.8
1314000,258.635,0.819347,291.717,10068,5178.24,43976.6,0.0174577,0.0180202,-1.32478e-08,-2.56115e-05,266.494,3624.77,23911.2
1317600,258.649,0.8193,291.793,10068,5174.49,43976.5,0.0174558,0.018017,-1.32171e-08,-2.56087e-05,266.524,3622.14,23908.6
1321200,258.664,0.819252,291.871,10068,5170.73,43976.4,0.0174539,0.0180115,-1.31348e-08,-2.5606e-05,266.555,3619.51,23906.1
1324800,258.678,0.819205,291.946,10068,5167.02,43976.3,0.017452,0.0180051,-1.30326e-08,-2.56032e-05,266.585,3616.92,23903.5
1328400,258.692,0.819158,292.022,10068,5163.32,43976.2,0.0174502,0.0180006,-1.29727e-08,-2.56005e-05,266.615,3614.32,23901
1332000,258.706,0.819112,292.097,10067.9,5159.65,43976.1,0.0174484,0.0179931,-1.28439e-08,-2.55978e-05,266.644,3611.75,23898.5
1335600,258.72,0.819066,292.171,10067.9,5156.01,43976.1,0.0174465,0.017988,-1.27695e-08,-2.55952e-05,266.674,3609.21,23896
1339200,258.734,0.81902,292.246,10067.9,5152.38,43976,0.0174447,0.0179824,-1.26829e-08,-2.55925e-05,266.703,3606.67,23893.5
1342800,258.748,0.818974,292.318,10067.9,5148.8,43975.9,0.0174429,0.0179762,-1.25836e-08,-2.55899e-05,266.733,3604.16,23891
1346400,258.762,0.818929,292.391,10067.8,5145.22,43975.8,0.0174411,0.0179726,-1.25404e-08,-2.55872e-05,266.762,3601.66,23888.6
1350000,258.775,0.818884,292.464,10067.8,5141.66,43975.7,0.0174393,0.0179653,-1.2417e-08,-2.55846e-05,266.791,3599.16,23886.1
1353600,258.789,0.81884,292.535,10067.8,5138.15,43975.6,0.0174376,0.0179607,-1.23523e-08,-2.5582e-05,266.819,3596.71,23883.7
1357200,258.802,0.818795,292.608,10067.8,5134.63,43975.5,0.0174358,0.0179559,-1.22812e-08,-2.55795e-05,266.848,3594.24,23881.3
1360800,258.816,0.818751,292.678,10067.8,5131.16,43975.4,0.0174341,0.01795,-1.2188e-08,-2.55769e-05,266.876,3591.81,23878.9
1364400,258.829,0.818707,292.749,10067.7,5127.68,43975.3,0.0174324,0.0179456,-1.21261e-08,-2.55744e-05,266.904,3589.38,23876.5
1368000,258.842,0.818664,292.819,10067.7,5124.25,43975.2,0.0174306,0.017939,-1.20157e-08,-2.55718e-05,266.933,3586.98,23874.2
1371600,258.855,0.818621,292.889,10067.7,5120.84,43975.1,0.0174289,0.0179346,-1.19553e-08,-2.55693e-05,266.96,3584.59,23871.9
1375200,258.868,0.818578,292.958,10067.7,5117.44,43975,0.0174272,0.0179284,-1.18527e-08,-2.55668e-05,266.988,3582.21,23869.5
1378800,258.881,0.818535,293.026,10067.7,5114.08,43975,0.0174255,0.0179237,-1.17837e-08,-2.55644e-05,267.016,3579.86,23867.2
1382400,258.894,0.818493,293.095,10067.6,5110.72,43974.9,0.0174239,0.0179188,-1.17121e-08,-2.55619e-05,267.043,3577.5,23864.9
1386000,258.907,0.818451,293.162,10067.6,5107.4,43974.8,0.0174222,0.0179133,-1.16245e-08,-2.55595e-05,267.07,3575.18,23862.6
1389600,258.92,0.818409,293.23,10067.6,5104.09,43974.7,0.0174205,0.017909,-1.15635e-08,-2.5557e-05,267.097,3572.86,23860.4
1393200,258.932,0.818368,293.297,10067.6,5100.81,43974.6,0.0174189,0.017903,-1.14642e-08,-2.55546e-05,267.124,3570.56,23858.1
1396800,258.945,0.818327,293.363,10067.6,5097.55,43974.5,0.0174173,0.0178988,-1.14059e-08,-2.55522e-05,267.151,3568.28,23855.9
1400400,258.957,0.818286,293.43,10067.5,5094.3,43974.4,0.0174156,0.0178931,-1.1315e-08,-2.55498e-05,267.178,3566.01,23853.6
1404000,258.97,0.818245,293.494,10067.5,5091.09,43974.3,0.017414,0.0178893,-1.12649e-08,-2.55475e-05,267.204,3563.76,23851.4
1407600,258.982,0.818205,293.561,10067.5,5087.87,43974.2,0.0174124,0.0178839,-1.1179e-08,-2.55451e-05,267.231,3561.51,23849.2
1411200,258.994,0.818165,293.624,10067.5,5084.71,43974.1,0.0174108,0.0178785,-1.10907e-08,-2.55428e-05,267.257,3559.3,23847.1
1414800,259.006,0.818125,293.69,10067.4,5081.54,43974,0.0174092,0.0178742,-1.10295e-08,-2.55405e-05,267.283,3557.08,23844.9
1418400,259.018,0.818085,293.753,10067.4,5078.41,43973.9,0.0174077,0.0178686,-1.0938e-08,-2.55382e-05,267.309,3554.89,23842.7
1422000,259.03,0.818046,293.817,10067.4,5075.29,43973.8,0.0174061,0.0178646,-1.08835e-08,-2.55359e-05,267.334,3552.7,23840.6
1425600,259.042,0.818007,293.88,10067.4,5072.2,43973.8,0.0174046,0.017858,-1.07687e-08,-2.55336e-05,267.36,3550.54,23838.5
1429200,259.054,0.817968,293.941,10067.4,5069.14,43973.7,0.017403,0.0178551,-1.07372e-08,-2.55313e-05,267.385,3548.4,23836.4
1432800,259.066,0.81793,294.005,10067.3,5066.06,43973.6,0.0174015,0.0178502,-1.06609e-08,-2.55291e-05,267.41,3546.24,23834.3
1436400,259.078,0.817892,294.065,10067.3,5063.04,43973.5,0.0174,0.0178458,-1.05942e-08,-2.55268e-05,267.435,3544.13,23832.2
1440000,259.089,0.817853,294.128,10067.3,5060,43973.4,0.0173984,0.0178412,-1.05255e-08,-2.55246e-05,267.46,3542,23830.1
1443600,259.101,0.817816,294.188,10067.3,5057.03,43973.3,0.017397,0.0178363,-1.0448e-08,-2.55224e-05,267.485,3539.92,23828.1
1447200,259.112,0.817778,294.25,10067.3,5054.03,43973.2,0.0173955,0.0178322,-1.03891e-08,-2.55202e-05,267.51,3537.82,23826
1450800,259.124,0.817741,294.309,10067.2,5051.09,43973.1,0.017394,0.0178271,-1.03067e-08,-2.55181e-05,267.534,3535.76,23824
1454400,259.135,0.817704,294.37,10067.2,5048.14,43973,0.0173925,0.017823,-1.02467e-08,-2.55159e-05,267.559,3533.69,23822
1458000,259.146,0.817667,294.429,10067.2,5045.22,43972.9,0.017391,0.0178175,-1.0154e-08,-2.55137e-05,267.583,3531.66,23820
1461600,259.157,0.817631,294.487,10067.2,5042.33,43972.8,0.0173896,0.017814,-1.01092e-08,-2.55116e-05,267.607,3529.63,23818
1465200,259.168,0.817595,294.547,10067.2,5039.44,43972.7,0.0173881,0.0178099,-1.00481e-08,-2.55095e-05,267.631,3527.61,23816
1468800,259.179,0.817559,294.605,10067.1,5036.58,43972.7,0.0173867,0.0178058,-9.988e-09,-2.55074e-05,267.654,3525.6,23814
1472400,259.19,0.817523,294.663,10067.1,5033.72,43972.6,0.0173853,0.0178003,-9.89409e-09,-2.55053e-05,267.678,3523.61,23812.1
1476000,259.201,0.817487,294.72,10067.1,5030.91,43972.5,0.0173839,0.0177955,-9.81708e-09,-2.55032e-05,267.702,3521.64,23810.1
1479600,259.212,0.817452,294.777,10067.1,5028.1,43972.4,0.0173824,0.0177917,-9.76395e-09,-2.55011e-05,267.725,3519.67,23808.2
1483200,259.223,0.817417,294.834,10067,5025.32,43972.3,0.0173811,0.0177878,-9.70716e-09,-2.54991e-05,267.748,3517.73,23806.3
1486800,259.233,0.817382,294.89,10067,5022.54,43972.2,0.0173797,0.0177825,-9.6167e-09,-2.54971e-05,267.771,3515.78,23804.4
1490400,259.244,0.817348,294.945,10067,5019.81,43972.1,0.0173783,0.0177793,-9.57691e-09,-2.5495e-05,267.794,3513.87,23802.5
1494000,259.254,0.817313,295.002,10067,5017.06,43972,0.0173769,0.0177752,-9.51423e-09,-2.5493e-05,267.817,3511.94,23800.6
1497600,259.265,0.817279,295.056,10067,5014.36,43971.9,0.0173756,0.0177711,-9.45114e-09,-2.5491e-05,267.839,3510.05,23798.8
1501200,259.275,0.817245,295.112,10066.9,5011.64,43971.8,0.0173742,0.0177669,-9.38684e-09,-2.5489e-05,267.862,3508.15,23796.9
1504800,259.285,0.817212,295.165,10066.9,5008.98,43971.7,0.0173729,0.0177627,-9.32178e-09,-2.54871e-05,267.884,3506.29,23795.1
1508400,259.296,0.817178,295.221,10066.9,5006.3,43971.6,0.0173715,0.017759,-9.26819e-09,-2.54851e-05,267.907,3504.41,23793.2
1512000,259.306,0.817145,295.274,10066.9,5003.67,43971.6,0.0173702,0.0177546,-9.19786e-09,-2.54831e-05,267.929,3502.57,23791.4
1515600,259.316,0.817112,295.328,10066.9,5001.03,43971.5,0.0173689,0.0177505,-9.1354e-09,-2.54812e-05,267.951,3500.72,23789.6
1519200,259.326,0.817079,295.38,10066.8,4998.43,43971.4,0.0173676,0.0177462,-9.06855e-09,-2.54793e-05,267.972,3498.9,23787.8
1522800,259.336,0.817046,295.434,10066.8,4995.83,43971.3,0.0173663,0.0177425,-9.01391e-09,-2.54774e-05,267.994,3497.08,23786
1526400,259.346,0.817014,295.486,10066.8,4993.26,43971.2,0.017365,0.0177394,-8.97124e-09,-2.54755e-05,268.016,3495.28,23784.2
1530000,259.356,0.816982,295.539,10066.8,4990.68,43971.1,0.0173637,0.0177345,-8.88934e-09,-2.54736e-05,268.037,3493.48,23782.5
1533600,259.366,0.81695,295.589,10066.8,4988.17,43971,0.0173624,0.0177307,-8.83285e-09,-2.54717e-05,268.058,3491.72,23780.7
1537200,259.375,0.816918,295.642,10066.7,4985.61,43970.9,0.0173611,0.0177273,-8.78547e-09,-2.54699e-05,268.079,3489.93,23779
1540800,259.385,0.816887,295.692,10066.7,4983.12,43970.8,0.0173599,0.017723,-8.7152e-09,-2.5468e-05,268.101,3488.19,23777.3
1544400,259.395,0.816855,295.744,10066.7,4980.61,43970.7,0.0173586,0.0177192,-8.65677e-09,-2.54662e-05,268.121,3486.43,23775.5
1548000,259.404,0.816825,295.793,10066.7,4978.16,43970.6,0.0173574,0.0177148,-8.58501e-09,-2.54643e-05,268.142,3484.71,23773.8
1551600,259.414,0.816794,295.844,10066.6,4975.69,43970.5,0.0173561,0.0177116,-8.54156e-09,-2.54625e-05,268.163,3482.98,23772.1
1555200,259.423,0.816763,295.893,10066.6,4973.25,43970.5,0.0173549,0.017708,-8.48698e-09,-2.54607e-05,268.183,3481.28,23770.5
1558800,259.432,0.816733,295.943,10066.6,4970.81,43970.4,0.0173537,0.0177041,-8.42579e-09,-2.54589e-05,268.204,3479.57,23768.8
1562400,259.442,0.816703,295.991,10066.6,4968.41,43970.3,0.0173525,0.0177006,-8.37315e-09,-2.54572e-05,268.224,3477.89,23767.1
1566000,259.451,0.816672,296.041,10066.6,4966,43970.2,0.0173513,0.0176969,-8.31739e-09,-2.54554e-05,268.244,3476.2,23765.5
1569600,259.46,0.816643,296.088,10066.5,4963.64,43970.1,0.0173501,0.017693,-8.25535e-09,-2.54536e-05,268.264,3474.55,23763.9
1573200,259.469,0.816613,296.137,10066.5,4961.26,43970,0.0173489,0.0176896,-8.20592e-09,-2.54519e-05,268.284,3472.88,23762.2
1576800,259.478,0.816584,296.184,10066.5,4958.92,43969.9,0.0173477,0.0176859,-8.14913e-09,-2.54502e-05,268.304,3471.25,23760.6
1580400,259.487,0.816554,296.232,10066.5,4956.58,43969.8,0.0173465,0.0176814,-8.07328e-09,-2.54484e-05,268.323,3469.61,23759
1584000,259.496,0.816525,296.278,10066.5,4954.29,43969.7,0.0173454,0.0176788,-8.04003e-09,-2.54467e-05,268.343,3468,23757.4
1587600,259.505,0.816496,296.326,10066.4,4951.96,43969.6,0.0173442,0.0176756,-7.99482e-09,-2.5445e-05,268.362,3466.37,23755.8
1591200,259.514,0.816468,296.372,10066.4,4949.69,43969.5,0.0173431,0.0176721,-7.9408e-09,-2.54433e-05,268.382,3464.78,23754.3
1594800,259.522,0.816439,296.419,10066.4,4947.4,43969.4,0.0173419,0.0176686,-7.88753e-09,-2.54417e-05,268.401,3463.18,23752.7
1598400,259.531,0.816411,296.464,10066.4,4945.16,43969.4,0.0173408,0.0176643,-7.81406e-09,-2.544e-05,268.42,3461.61,23751.1
1602000,259.54,0.816383,296.51,10066.4,4942.91,43969.3,0.0173397,0.0176619,-7.78675e-09,-2.54383e-05,268.439,3460.03,23749.6
1605600,259.548,0.816355,296.555,10066.3,4940.68,43969.2,0.0173385,0.0176578,-7.7193e-09,-2.54367e-05,268.458,3458.48,23748
1609200,259.557,0.816327,296.601,10066.3,4938.47,43969.1,0.0173374,0.017655,-7.6802e-09,-2.54351e-05,268.476,3456.93,23746.5
1612800,259.565,0.8163,296.646,10066.3,4936.26,43969,0.0173363,0.0176511,-7.61559e-09,-2.54334e-05,268.495,3455.39,23745
1616400,259.574,0.816272,296.689,10066.3,4934.09,43968.9,0.0173352,0.0176481,-7.57274e-09,-2.54318e-05,268.513,3453.86,23743.5
1620000,259.582,0.816245,296.734,10066.2,4931.91,43968.8,0.0173341,0.0176442,-7.51002e-09,-2.54302e-05,268.532,3452.34,23742
1623600,259.59,0.816218,296.777,10066.2,4929.77,43968.7,0.017333,0.0176414,-7.47041e-09,-2.54286e-05,268.55,3450.84,23740.5
1627200,259.599,0.816191,296.822,10066.2,4927.61,43968.6,0.017332,0.0176377,-7.41053e-09,-2.54271e-05,268.568,3449.33,23739
1630800,259.607,0.816165,296.864,10066.2,4925.5,43968.5,0.0173309,0.0176349,-7.37095e-09,-2.54255e-05,268.586,3447.85,23737.6
1634400,259.615,0.816138,296.908,10066.2,4923.37,43968.4,0.0173298,0.0176314,-7.31662e-09,-2.54239e-05,268.604,3446.36,23736.1
1638000,259.623,0.816112,296.949,10066.1,4921.29,43968.3,0.0173288,0.0176281,-7.26574e-09,-2.54224e-05,268.622,3444.91,23734.7
1641600,259.631,0.816086,296.993,10066.1,4919.19,43968.3,0.0173277,0.017626,-7.24089e-09,-2.54208e-05,268.64,3443.43,23733.2
1645200,259.639,0.81606,297.035,10066.1,4917.13,43968.2,0.0173267,0.0176217,-7.16753e-09,-2.54193e-05,268.657,3441.99,23731.8
1648800,259.647,0.816034,297.077,10066.1,4915.06,43968.1,0.0173256,0.017619,-7.1301e-09,-2.54178e-05,268.675,3440.55,23730.4
1652400,259.655,0.816009,297.118,10066.1,4913.02,43968,0.0173246,0.0176159,-7.08293e-09,-2.54163e-05,268.692,3439.12,23729
1656000,259.663,0.815983,297.16,10066,4910.99,43967.9,0.0173236,0.0176128,-7.03583e-09,-2.54148e-05,268.709,3437.69,23727.6
1659600,259.67,0.815958,297.201,10066,4908.97,43967.8,0.0173226,0.0176085,-6.96104e-09,-2.54133e-05,268.726,3436.28,23726.2
1663200,259.678,0.815933,297.241,10066,4906.98,43967.7,0.0173216,0.0176065,-6.93778e-09,-2.54118e-05,268.743,3434.89,23724.8
1666800,259.686,0.815908,297.282,10066,4904.98,43967.6,0.0173206,0.0176028,-6.87808e-09,-2.54103e-05,268.76,3433.48,23723.4
1670400,259.693,0.815884,297.321,10066,4903.02,43967.5,0.0173196,0.0176005,-6.84692e-09,-2.54089e-05,268.777,3432.11,23722.1
1674000,259.701,0.815859,297.362,10065.9,4901.03,43967.4,0.0173186,0.0175972,-6.79521e-09,-2.54074e-05,268.794,3430.72,23720.7
1677600,259.708,0.815835,297.401,10065.9,4899.1,43967.3,0.0173176,0.0175941,-6.7467e-09,-2.5406e-05,268.81,3429.37,23719.4
1681200,259.716,0.81581,297.441,10065.9,4897.15,43967.2,0.0173166,0.0175923,-6.72732e-09,-2.54045e-05,268.827,3428,23718
1684800,259.723,0.815786,297.48,10065.9,4895.23,43967.2,0.0173156,0.017588,-6.65337e-09,-2.54031e-05,268.843,3426.66,23716.7
1688400,259.731,0.815762,297.519,10065.9,4893.32,43967.1,0.0173147,0.0175858,-6.62514e-09,-2.54017e-05,268.859,3425.32,23715.4
1692000,259.738,0.815739,297.558,10065.8,4891.41,43967,0.0173137,0.0175821,-6.56313e-09,-2.54003e-05,268.876,3423.99,23714.1
1695600,259.745,0.815715,297.596,10065.8,4889.53,43966.9,0.0173128,0.0175799,-6.53377e-09,-2.53989e-05,268.892,3422.67,23712.8
1699200,259.752,0.815692,297.635,10065.8,4887.65,43966.8,0.0173118,0.0175762,-6.47102e-09,-2.53975e-05,268.908,3421.35,23711.5
1702800,259.76,0.815669,297.671,10065.8,4885.81,43966.7,0.0173109,0.017574,-6.4429e-09,-2.53961e-05,268.924,3420.06,23710.2
1706400,259.767,0.815645,297.71,10065.7,4883.93,43966.6,0.0173099,0.0175711,-6.39887e-09,-2.53948e-05,268.939,3418.75,23708.9
1710000,259.774,0.815623,297.746,10065.7,4882.12,43966.5,0.017309,0.017568,-6.3472e-09,-2.53934e-05,268.955,3417.48,23707.6
1713600,259.781,0.8156,297.785,10065.7,4880.28,43966.4,0.0173081,0.0175666,-6.33732e-09,-2.53921e-05,268.971,3416.19,23706.4
1717200,259.788,0.815577,297.822,10065.7,4878.46,43966.3,0.0173072,0.0175623,-6.26068e-09,-2.53907e-05,268.986,3414.92,23705.1
1720800,259.795,0.815554,297.858,10065.7,4876.67,43966.2,0.0173063,0.0175603,-6.2347e-09,-2.53894e-05,269.001,3413.67,23703.9
1724400,259.802,0.815532,297.895,10065.6,4874.87,43966.2,0.0173054,0.0175567,-6.17462e-09,-2.53881e-05,269.017,3412.41,23702.6
1728000,259.808,0.81551,297.93,10065.6,4873.11,43966.1,0.0173045,0.0175546,-6.14717e-09,-2.53867e-05,269.032,3411.18,23701.4
1731600,259.815,0.815488,297.967,10065.6,4871.33,43966,0.0173036,0.0175514,-6.09492e-09,-2.53854e-05,269.047,3409.93,23700.2
1735200,259.822,0.815466,298.001,10065.6,4869.59,43965.9,0.0173027,0.0175493,-6.06718e-09,-2.53841e-05,269.062,3408.71,23699
1738800,259.829,0.815444,298.038,10065.6,4867.83,43965.8,0.0173018,0.0175472,-6.03864e-09,-2.53828e-05,269.077,3407.48,23697.8
1742400,259.835,0.815423,298.073,10065.5,4866.11,43965.7,0.0173009,0.0175429,-5.96178e-09,-2.53816e-05,269.092,3406.28,23696.6
1746000,259.842,0.815401,298.108,10065.5,4864.39,43965.6,0.0173001,0.0175424,-5.96927e-09,-2.53803e-05,269.106,3405.07,23695.4
1749600,259.849,0.81538,298.144,10065.5,4862.67,43965.5,0.0172992,0.0175383,-5.89599e-09,-2.5379e-05,269.121,3403.87,23694.2
1753200,259.855,0.815359,298.177,10065.5,4860.99,43965.4,0.0172984,0.0175356,-5.85396e-09,-2.53778e-05,269.136,3402.69,23693
1756800,259.862,0.815338,298.212,10065.5,4859.29,43965.3,0.0172975,0.0175338,-5.83175e-09,-2.53765e-05,269.15,3401.5,23691.8
1760400,259.868,0.815317,298.246,10065.4,4857.62,43965.2,0.0172967,0.0175305,-5.77804e-09,-2.53753e-05,269.164,3400.34,23690.7
1764000,259.875,0.815296,298.28,10065.4,4855.96,43965.1,0.0172958,0.0175281,-5.74063e-09,-2.5374e-05,269.179,3399.17,23689.5
1767600,259.881,0.815275,298.313,10065.4,4854.31,43965.1,0.017295,0.0175253,-5.69739e-09,-2.53728e-05,269.193,3398.02,23688.4
1771200,259.887,0.815255,298.346,10065.4,4852.67,43965,0.0172942,0.017524,-5.68685e-09,-2.53716e-05,269.207,3396.87,23687.3
1774800,259.894,0.815234,298.38,10065.3,4851.03,43964.9,0.0172933,0.0175206,-5.62765e-09,-2.53704e-05,269.221,3395.72,23686.1
1778400,259.9,0.815214,298.413,10065.3,4849.42,43964.8,0.0172925,0.0175184,-5.59584e-09,-2.53692e-05,269.235,3394.6,23685
1782000,259.906,0.815194,298.446,10065.3,4847.8,43964.7,0.0172917,0.0175165,-5.57218e-09,-2.5368e-05,269.248,3393.46,23683.9
1785600,259.912,0.815174,298.478,10065.3,4846.21,43964.6,0.0172909,0.0175127,-5.50273e-09,-2.53668e-05,269.262,3392.34,23682.8
1789200,259.918,0.815155,298.51,10065.3,4844.63,43964.5,0.0172901,0.0175116,-5.49653e-09,-2.53656e-05,269.276,3391.24,23681.7
1792800,259.924,0.815135,298.544,10065.2,4843.03,43964.4,0.0172893,0.0175083,-5.43938e-09,-2.53645e-05,269.289,3390.12,23680.6
1796400,259.93,0.815115,298.574,10065.2,4841.49,43964.3,0.0172885,0.0175056,-5.39723e-09,-2.53633e-05,269.303,3389.04,23679.5
1800000,259.936,0.815096,298.607,10065.2,4839.92,43964.2,0.0172877,0.0175041,-5.3806e-09,-2.53621e-05,269.316,3387.94,23678.4
1803600,259.942,0.815077,298.638,10065.2,4838.38,43964.1,0.0172869,0.0175011,-5.33095e-09,-2.5361e-05,269.329,3386.87,23677.4
1807200,259.948,0.815057,298.669,10065.2,4836.84,43964,0.0172862,0.0174987,-5.2929e-09,-2.53599e-05,269.343,3385.79,23676.3
1810800,259.954,0.815039,298.7,10065.1,4835.32,43964,0.0172854,0.0174963,-5.25597e-09,-2.53587e-05,269.356,3384.73,23675.2
1814400,259.96,0.81502,298.731,10065.1,4833.81,43963.9,0.0172846,0.0174954,-5.25246e-09,-2.53576e-05,269.369,3383.67,23674.2
